,ip,s_sum_length,f_sum_length,sum_increment
180,10.54.115.172,14524.0,0.0,14524.0
181,10.54.115.200,32893.0,0.0,32893.0
182,10.54.115.204,39532.0,0.0,39532.0
183,10.54.115.211,2626.0,0.0,2626.0
184,10.54.115.215,36932.0,0.0,36932.0
185,10.54.115.220,22856.0,0.0,22856.0
186,10.54.115.236,23692.0,0.0,23692.0
187,10.54.115.241,20615.0,0.0,20615.0
188,10.54.115.250,3470965.0,0.0,3470965.0
189,10.54.115.30,34926.0,0.0,34926.0
190,10.54.115.45,37304.0,0.0,37304.0
191,10.54.115.52,25853.0,0.0,25853.0
192,10.54.115.75,2605.0,0.0,2605.0
193,10.54.115.82,33052.0,0.0,33052.0
194,10.54.118.95,2189.0,0.0,2189.0
195,10.54.12.101,6382.0,0.0,6382.0
196,10.54.12.114,5131.0,0.0,5131.0
197,10.54.12.197,5191.0,0.0,5191.0
198,10.54.12.210,31682.0,0.0,31682.0
199,10.54.12.224,985.0,0.0,985.0
200,10.54.12.228,24621.0,0.0,24621.0
201,10.54.12.237,10659.0,0.0,10659.0
202,10.54.12.244,10838.0,0.0,10838.0
203,10.54.12.41,10712.0,0.0,10712.0
204,10.54.12.57,17519.0,0.0,17519.0
205,10.54.12.91,33389.0,0.0,33389.0
206,10.54.12.94,6865.0,0.0,6865.0
207,10.54.125.166,843.0,0.0,843.0
208,10.54.125.240,772873.0,0.0,772873.0
209,10.54.126.100,1770.0,0.0,1770.0
210,10.54.126.157,2950.0,0.0,2950.0
211,10.54.126.18,30529.0,0.0,30529.0
212,10.54.126.188,1248.0,0.0,1248.0
213,10.54.126.196,2360.0,0.0,2360.0
214,10.54.126.208,191600.0,0.0,191600.0
215,10.54.126.213,1935033.0,0.0,1935033.0
216,10.54.126.230,10200.0,0.0,10200.0
217,10.54.126.244,12205.0,0.0,12205.0
218,10.54.126.249,12667.0,0.0,12667.0
219,10.54.126.26,9328.0,0.0,9328.0
220,10.54.126.3,22656.0,0.0,22656.0
221,10.54.126.33,1895.0,0.0,1895.0
222,10.54.126.38,5310.0,0.0,5310.0
223,10.54.127.1,5896.0,0.0,5896.0
224,10.54.130.20,8520.0,0.0,8520.0
225,10.54.139.101,916080.0,0.0,916080.0
226,10.54.139.126,40665.0,0.0,40665.0
227,10.54.139.148,8433.0,0.0,8433.0
228,10.54.139.191,21767.0,0.0,21767.0
229,10.54.139.197,12173.0,0.0,12173.0
230,10.54.139.206,17059.0,0.0,17059.0
231,10.54.139.211,5081.0,0.0,5081.0
232,10.54.139.250,38244.0,0.0,38244.0
233,10.54.139.26,23465.0,0.0,23465.0
234,10.54.139.39,28514.0,0.0,28514.0
235,10.54.139.40,24138.0,0.0,24138.0
236,10.54.139.56,10830.0,0.0,10830.0
237,10.54.140.0,4244.0,0.0,4244.0
238,10.54.141.10,10795.0,0.0,10795.0
239,10.54.141.11,27092.0,0.0,27092.0
240,10.54.141.110,19769.0,0.0,19769.0
241,10.54.141.12,4332.0,0.0,4332.0
242,10.54.141.152,13046.0,0.0,13046.0
243,10.54.141.157,12029.0,0.0,12029.0
244,10.54.141.170,31942.0,0.0,31942.0
245,10.54.141.174,10435.0,0.0,10435.0
246,10.54.141.18,8496.0,0.0,8496.0
247,10.54.141.183,4189.0,0.0,4189.0
248,10.54.141.189,56058.0,0.0,56058.0
249,10.54.141.193,8485.0,0.0,8485.0
250,10.54.141.216,5422.0,0.0,5422.0
251,10.54.141.238,21767.0,0.0,21767.0
252,10.54.141.244,28134.0,0.0,28134.0
253,10.54.141.246,6144.0,0.0,6144.0
254,10.54.141.26,11227.0,0.0,11227.0
255,10.54.141.38,11273.0,0.0,11273.0
256,10.54.141.48,8499.0,0.0,8499.0
257,10.54.141.58,5002.0,0.0,5002.0
258,10.54.141.74,48644.0,0.0,48644.0
259,10.54.141.79,4376.0,0.0,4376.0
260,10.54.141.96,841707.0,0.0,841707.0
261,10.54.143.250,8520.0,0.0,8520.0
262,10.54.143.84,20418.0,0.0,20418.0
263,10.54.146.115,81273.0,0.0,81273.0
264,10.54.146.192,15271.0,0.0,15271.0
265,10.54.146.210,129436.0,0.0,129436.0
266,10.54.146.231,4982.0,0.0,4982.0
267,10.54.146.247,10677.0,0.0,10677.0
268,10.54.146.252,10676.0,0.0,10676.0
269,10.54.146.32,13750.0,0.0,13750.0
270,10.54.146.47,4145.0,0.0,4145.0
271,10.54.146.91,5127.0,0.0,5127.0
272,10.54.147.0,13325.0,0.0,13325.0
273,10.54.147.1,11838.0,0.0,11838.0
274,10.54.148.102,5740.0,0.0,5740.0
275,10.54.148.123,22468.0,0.0,22468.0
276,10.54.148.129,8176.0,0.0,8176.0
277,10.54.148.146,6490.0,0.0,6490.0
278,10.54.148.16,945.0,0.0,945.0
279,10.54.148.176,3064.0,0.0,3064.0
280,10.54.148.177,3540.0,0.0,3540.0
281,10.54.148.186,1865.0,0.0,1865.0
282,10.54.148.215,49468.0,0.0,49468.0
283,10.54.148.217,38595.0,0.0,38595.0
284,10.54.148.219,11104.0,0.0,11104.0
285,10.54.148.230,1770.0,0.0,1770.0
286,10.54.148.27,6490.0,0.0,6490.0
287,10.54.148.5,1806.0,0.0,1806.0
288,10.54.148.52,51395.0,0.0,51395.0
289,10.54.148.53,3540.0,0.0,3540.0
291,10.54.148.56,16520.0,0.0,16520.0
292,10.54.148.80,15422.0,0.0,15422.0
293,10.54.148.91,8207.0,0.0,8207.0
294,10.54.148.96,7452.0,0.0,7452.0
295,10.54.149.134,860578.0,0.0,860578.0
296,10.54.149.200,25064.0,0.0,25064.0
297,10.54.149.49,2654.0,0.0,2654.0
298,10.54.16.105,21410.0,0.0,21410.0
299,10.54.16.110,19398.0,0.0,19398.0
300,10.54.16.120,43480.0,0.0,43480.0
301,10.54.16.13,22944.0,0.0,22944.0
302,10.54.16.138,32244.0,0.0,32244.0
303,10.54.16.140,5584.0,0.0,5584.0
304,10.54.16.144,2104.0,0.0,2104.0
305,10.54.16.148,19243.0,0.0,19243.0
306,10.54.16.153,11423.0,0.0,11423.0
307,10.54.16.156,12932.0,0.0,12932.0
308,10.54.16.163,8076.0,0.0,8076.0
309,10.54.16.166,3605.0,0.0,3605.0
310,10.54.16.168,29366.0,0.0,29366.0
311,10.54.16.174,22927.0,0.0,22927.0
312,10.54.16.178,48772.0,0.0,48772.0
313,10.54.16.18,13692.0,0.0,13692.0
314,10.54.16.203,24515.0,0.0,24515.0
315,10.54.16.210,8789.0,0.0,8789.0
316,10.54.16.225,54734.0,0.0,54734.0
317,10.54.16.228,15535.0,0.0,15535.0
318,10.54.16.233,83469.0,0.0,83469.0
319,10.54.16.241,18083.0,0.0,18083.0
320,10.54.16.248,3834.0,0.0,3834.0
321,10.54.16.86,20730.0,0.0,20730.0
322,10.54.16.98,7368.0,0.0,7368.0
323,10.54.160.108,19719.0,0.0,19719.0
324,10.54.160.116,7593.0,0.0,7593.0
325,10.54.160.120,8520.0,0.0,8520.0
326,10.54.160.123,9532.0,0.0,9532.0
327,10.54.160.126,2041331.0,0.0,2041331.0
328,10.54.160.155,493929.0,0.0,493929.0
329,10.54.160.171,16381.0,0.0,16381.0
330,10.54.160.207,34544.0,0.0,34544.0
331,10.54.160.21,5206.0,0.0,5206.0
332,10.54.160.221,16496.0,0.0,16496.0
333,10.54.160.236,9186.0,0.0,9186.0
334,10.54.160.27,2605.0,0.0,2605.0
335,10.54.160.36,21014.0,0.0,21014.0
336,10.54.160.59,12415.0,0.0,12415.0
337,10.54.160.63,5808.0,0.0,5808.0
338,10.54.160.7,1472317.0,0.0,1472317.0
339,10.54.160.95,6032.0,0.0,6032.0
340,10.54.167.127,339982.0,0.0,339982.0
341,10.54.167.142,1842.0,0.0,1842.0
342,10.54.167.171,7645.0,0.0,7645.0
344,10.54.167.174,2749.0,0.0,2749.0
345,10.54.167.223,99361.0,0.0,99361.0
346,10.54.167.30,29893.0,0.0,29893.0
347,10.54.167.7,2360.0,0.0,2360.0
348,10.54.167.78,3540.0,0.0,3540.0
349,10.54.167.91,15382.0,0.0,15382.0
350,10.54.167.98,35400.0,0.0,35400.0
351,10.54.17.3,11347.0,0.0,11347.0
352,10.54.170.141,87917365.0,0.0,87917365.0
353,10.54.170.191,22801.0,0.0,22801.0
354,10.54.170.202,2600.0,0.0,2600.0
355,10.54.170.228,3832.0,0.0,3832.0
356,10.54.170.84,557015.0,0.0,557015.0
357,10.54.170.92,6007.0,0.0,6007.0
358,10.54.171.128,1126.0,0.0,1126.0
359,10.54.171.130,804.0,0.0,804.0
360,10.54.171.137,917.0,0.0,917.0
362,10.54.171.183,3831.0,0.0,3831.0
363,10.54.171.208,1335.0,0.0,1335.0
364,10.54.171.249,1770.0,0.0,1770.0
365,10.54.171.46,1685.0,0.0,1685.0
366,10.54.171.88,1317.0,0.0,1317.0
367,10.54.174.102,18666.0,0.0,18666.0
368,10.54.174.137,10060.0,0.0,10060.0
369,10.54.174.160,24802.0,0.0,24802.0
370,10.54.174.184,4044.0,0.0,4044.0
371,10.54.174.191,52418.0,0.0,52418.0
372,10.54.174.192,8852.0,0.0,8852.0
373,10.54.174.194,21520.0,0.0,21520.0
374,10.54.174.217,6857.0,0.0,6857.0
375,10.54.174.229,757213.0,0.0,757213.0
376,10.54.174.248,1039540.0,0.0,1039540.0
377,10.54.174.255,2589.0,0.0,2589.0
378,10.54.174.43,12114.0,0.0,12114.0
379,10.54.174.67,10448.0,0.0,10448.0
380,10.54.174.79,4128.0,0.0,4128.0
381,10.54.174.89,5256.0,0.0,5256.0
382,10.54.174.99,3981.0,0.0,3981.0
383,10.54.175.14,1920.0,0.0,1920.0
384,10.54.175.143,170915.0,0.0,170915.0
385,10.54.175.156,695.0,0.0,695.0
386,10.54.175.186,1026.0,0.0,1026.0
387,10.54.175.189,7613.0,0.0,7613.0
388,10.54.175.193,21151.0,0.0,21151.0
389,10.54.175.206,1796.0,0.0,1796.0
390,10.54.175.235,983.0,0.0,983.0
391,10.54.175.31,42200.0,0.0,42200.0
392,10.54.175.43,15462.0,0.0,15462.0
393,10.54.175.63,1556.0,0.0,1556.0
394,10.54.175.95,19392.0,0.0,19392.0
395,10.54.175.99,9014.0,0.0,9014.0
396,10.54.176.108,20253.0,0.0,20253.0
397,10.54.176.115,6231.0,0.0,6231.0
398,10.54.176.133,5222.0,0.0,5222.0
399,10.54.176.146,13169.0,0.0,13169.0
400,10.54.176.157,4007.0,0.0,4007.0
401,10.54.176.16,14739.0,0.0,14739.0
402,10.54.176.199,3788.0,0.0,3788.0
403,10.54.176.201,39609.0,0.0,39609.0
404,10.54.176.224,4447.0,0.0,4447.0
405,10.54.176.246,11019.0,0.0,11019.0
406,10.54.176.67,3978.0,0.0,3978.0
407,10.54.176.69,3880.0,0.0,3880.0
408,10.54.176.81,8520.0,0.0,8520.0
409,10.54.176.93,4042.0,0.0,4042.0
410,10.54.176.99,17156.0,0.0,17156.0
411,10.54.179.11,4128.0,0.0,4128.0
412,10.54.179.220,3885.0,0.0,3885.0
413,10.54.179.235,7206.0,0.0,7206.0
414,10.54.179.37,10866.0,0.0,10866.0
415,10.54.179.47,4029.0,0.0,4029.0
416,10.54.180.114,5840.0,0.0,5840.0
417,10.54.180.128,9649.0,0.0,9649.0
418,10.54.180.172,10030.0,0.0,10030.0
420,10.54.180.179,988.0,0.0,988.0
421,10.54.180.181,1280.0,0.0,1280.0
422,10.54.180.188,9106.0,0.0,9106.0
423,10.54.180.189,599.0,0.0,599.0
424,10.54.180.193,7073.0,0.0,7073.0
425,10.54.180.198,2950.0,0.0,2950.0
426,10.54.180.204,917.0,0.0,917.0
427,10.54.180.220,596.0,0.0,596.0
428,10.54.180.233,8136.0,0.0,8136.0
429,10.54.180.241,10164.0,0.0,10164.0
430,10.54.180.41,74757.0,0.0,74757.0
431,10.54.180.56,34526.0,0.0,34526.0
432,10.54.180.83,95878.0,0.0,95878.0
433,10.54.180.85,1440.0,0.0,1440.0
434,10.54.181.102,611.0,0.0,611.0
435,10.54.181.118,8786.0,0.0,8786.0
436,10.54.181.134,3612.0,0.0,3612.0
437,10.54.181.136,12390.0,0.0,12390.0
438,10.54.181.141,45830.0,0.0,45830.0
439,10.54.181.145,37961.0,0.0,37961.0
440,10.54.181.187,17110.0,0.0,17110.0
441,10.54.181.188,953.0,0.0,953.0
442,10.54.181.19,912.0,0.0,912.0
443,10.54.181.196,814.0,0.0,814.0
444,10.54.181.199,7605.0,0.0,7605.0
445,10.54.181.202,4889682.0,0.0,4889682.0
446,10.54.181.207,2263545.0,0.0,2263545.0
447,10.54.181.217,5187.0,0.0,5187.0
448,10.54.181.219,610453.0,0.0,610453.0
449,10.54.181.221,58707.0,0.0,58707.0
450,10.54.181.229,590.0,0.0,590.0
451,10.54.181.230,966.0,0.0,966.0
452,10.54.181.241,1085.0,0.0,1085.0
453,10.54.181.242,11504.0,0.0,11504.0
454,10.54.181.5,1076366.0,0.0,1076366.0
455,10.54.181.67,47369.0,0.0,47369.0
456,10.54.181.7,654.0,0.0,654.0
457,10.54.181.72,3523.0,0.0,3523.0
458,10.54.181.99,1196.0,0.0,1196.0
459,10.54.185.127,32362.0,0.0,32362.0
460,10.54.185.131,20411.0,0.0,20411.0
461,10.54.185.174,5206.0,0.0,5206.0
462,10.54.185.58,32499.0,0.0,32499.0
463,10.54.187.133,7519.0,0.0,7519.0
464,10.54.187.202,12335.0,0.0,12335.0
465,10.54.187.213,10470.0,0.0,10470.0
466,10.54.191.131,6220.0,0.0,6220.0
467,10.54.191.196,10866.0,0.0,10866.0
468,10.54.191.39,16164.0,0.0,16164.0
469,10.54.191.56,31155.0,0.0,31155.0
470,10.54.191.77,3821.0,0.0,3821.0
471,10.54.191.93,7753.0,0.0,7753.0
472,10.54.194.101,8520.0,0.0,8520.0
473,10.54.194.110,10709.0,0.0,10709.0
474,10.54.194.129,4717.0,0.0,4717.0
475,10.54.194.137,14908.0,0.0,14908.0
476,10.54.194.160,24089.0,0.0,24089.0
477,10.54.194.187,25001.0,0.0,25001.0
478,10.54.194.219,12126.0,0.0,12126.0
479,10.54.194.248,14786.0,0.0,14786.0
480,10.54.195.243,19163.0,0.0,19163.0
481,10.54.197.101,10291.0,0.0,10291.0
482,10.54.197.104,11884.0,0.0,11884.0
483,10.54.197.129,10791.0,0.0,10791.0
484,10.54.197.160,12135.0,0.0,12135.0
485,10.54.197.229,12290.0,0.0,12290.0
486,10.54.197.246,109793566.0,0.0,109793566.0
487,10.54.197.7,10712.0,0.0,10712.0
488,10.54.2.3,21022.0,0.0,21022.0
489,10.54.20.103,1734.0,0.0,1734.0
490,10.54.20.126,3576.0,0.0,3576.0
491,10.54.20.127,1882799.0,0.0,1882799.0
492,10.54.20.194,934.0,0.0,934.0
493,10.54.20.204,1821.0,0.0,1821.0
494,10.54.20.214,6620.0,0.0,6620.0
495,10.54.20.223,2811.0,0.0,2811.0
496,10.54.20.236,3890.0,0.0,3890.0
497,10.54.20.240,132483.0,0.0,132483.0
498,10.54.20.246,140301.0,0.0,140301.0
499,10.54.20.27,6842.0,0.0,6842.0
500,10.54.20.31,104848.0,0.0,104848.0
502,10.54.20.52,3893.0,0.0,3893.0
503,10.54.20.92,4298.0,0.0,4298.0
504,10.54.202.17,11026.0,0.0,11026.0
505,10.54.202.172,10811.0,0.0,10811.0
506,10.54.202.251,11646.0,0.0,11646.0
507,10.54.207.111,18290.0,0.0,18290.0
508,10.54.207.112,26610.0,0.0,26610.0
509,10.54.207.12,5910.0,0.0,5910.0
510,10.54.207.120,2090.0,0.0,2090.0
511,10.54.207.121,7324.0,0.0,7324.0
512,10.54.207.129,5805.0,0.0,5805.0
514,10.54.207.140,910.0,0.0,910.0
515,10.54.207.141,2188.0,0.0,2188.0
516,10.54.207.150,42252.0,0.0,42252.0
517,10.54.207.159,981.0,0.0,981.0
518,10.54.207.191,590.0,0.0,590.0
519,10.54.207.200,18312.0,0.0,18312.0
520,10.54.207.215,3178.0,0.0,3178.0
521,10.54.207.228,943.0,0.0,943.0
522,10.54.207.252,13185.0,0.0,13185.0
523,10.54.207.26,2950.0,0.0,2950.0
524,10.54.207.27,3326.0,0.0,3326.0
525,10.54.207.68,4637.0,0.0,4637.0
526,10.54.207.71,38005.0,0.0,38005.0
527,10.54.207.94,4165.0,0.0,4165.0
528,10.54.208.118,4130.0,0.0,4130.0
529,10.54.208.123,8711.0,0.0,8711.0
530,10.54.208.135,1973.0,0.0,1973.0
531,10.54.208.165,41785.0,0.0,41785.0
532,10.54.208.181,1574.0,0.0,1574.0
533,10.54.208.183,54626.0,0.0,54626.0
534,10.54.208.193,8260.0,0.0,8260.0
535,10.54.208.208,590.0,0.0,590.0
536,10.54.208.22,35379.0,0.0,35379.0
539,10.54.208.49,5900.0,0.0,5900.0
540,10.54.208.69,7884.0,0.0,7884.0
541,10.54.208.81,7632.0,0.0,7632.0
542,10.54.208.94,885.0,0.0,885.0
543,10.54.208.95,828.0,0.0,828.0
544,10.54.21.1,839.0,0.0,839.0
545,10.54.21.102,590.0,0.0,590.0
546,10.54.21.127,1013.0,0.0,1013.0
547,10.54.21.129,15056.0,0.0,15056.0
548,10.54.21.135,864.0,0.0,864.0
549,10.54.21.140,640.0,0.0,640.0
550,10.54.21.143,9366.0,0.0,9366.0
551,10.54.21.166,16047.0,0.0,16047.0
552,10.54.21.186,1180.0,0.0,1180.0
553,10.54.21.190,1174.0,0.0,1174.0
554,10.54.21.193,1066.0,0.0,1066.0
555,10.54.21.196,1180.0,0.0,1180.0
556,10.54.21.215,988.0,0.0,988.0
557,10.54.21.233,1180.0,0.0,1180.0
558,10.54.21.245,35324.0,0.0,35324.0
559,10.54.21.25,13180.0,0.0,13180.0
560,10.54.21.27,1602.0,0.0,1602.0
561,10.54.21.43,15250.0,0.0,15250.0
562,10.54.21.73,6940.0,0.0,6940.0
563,10.54.21.80,56049.0,0.0,56049.0
564,10.54.21.84,965.0,0.0,965.0
565,10.54.21.85,920.0,0.0,920.0
566,10.54.21.95,4674.0,0.0,4674.0
567,10.54.213.158,1141.0,0.0,1141.0
568,10.54.213.189,22571.0,0.0,22571.0
569,10.54.213.21,808.0,0.0,808.0
570,10.54.213.250,94541.0,0.0,94541.0
571,10.54.213.52,791.0,0.0,791.0
572,10.54.213.55,813.0,0.0,813.0
573,10.54.213.63,917.0,0.0,917.0
574,10.54.213.66,2943.0,0.0,2943.0
575,10.54.213.69,1025.0,0.0,1025.0
576,10.54.213.71,48180.0,0.0,48180.0
577,10.54.214.1,24019.0,0.0,24019.0
578,10.54.216.108,5451.0,0.0,5451.0
579,10.54.216.124,114140744.0,0.0,114140744.0
580,10.54.216.161,6020.0,0.0,6020.0
581,10.54.216.17,29384.0,0.0,29384.0
582,10.54.216.198,5310.0,0.0,5310.0
583,10.54.216.206,48288.0,0.0,48288.0
584,10.54.216.217,1003.0,0.0,1003.0
585,10.54.216.222,5682.0,0.0,5682.0
