dst,src,day_time,num
10.49.253.233,10.54.1.81,06_05_11,3
10.49.253.233,10.54.1.90,06_06_09,57
10.49.253.233,10.54.103.116,05_31_09,10
10.49.253.233,10.54.103.17,05_31_10,2
10.49.253.233,10.54.103.67,05_31_09,2
10.49.253.233,10.54.11.145,06_04_16,5
10.49.253.233,10.54.11.188,06_04_09,1
10.49.253.233,10.54.11.203,06_04_09,3
10.49.253.233,10.54.110.105,06_06_09,7
10.49.253.233,10.54.110.144,06_06_09,1
10.49.253.233,10.54.110.229,06_06_09,4
10.49.253.233,10.54.110.26,06_06_09,2
10.49.253.233,10.54.112.152,06_03_09,7
10.49.253.233,10.54.112.88,06_03_09,5
10.49.253.233,10.54.113.137,06_03_09,10
10.49.253.233,10.54.113.176,06_12_18,3
10.49.253.233,10.54.113.190,05_31_13,5
10.49.253.233,10.54.113.197,06_13_09,5
10.49.253.233,10.54.113.229,06_12_18,1
10.49.253.233,10.54.113.229,06_12_19,10
10.49.253.233,10.54.113.231,06_13_10,7
10.49.253.233,10.54.113.250,06_12_18,18
10.49.253.233,10.54.113.65,06_13_10,5
10.49.253.233,10.54.113.87,06_13_09,4
10.49.253.233,10.54.113.99,05_31_09,3
10.49.253.233,10.54.115.123,06_04_16,2
10.49.253.233,10.54.115.14,06_02_13,11
10.49.253.233,10.54.115.14,06_13_14,10
10.49.253.233,10.54.115.163,06_02_10,12
10.49.253.233,10.54.115.163,06_02_11,17
10.49.253.233,10.54.115.172,06_13_22,2
10.49.253.233,10.54.115.200,06_02_11,8
10.49.253.233,10.54.115.204,06_03_14,7
10.49.253.233,10.54.115.211,06_13_22,1
10.49.253.233,10.54.115.215,06_13_11,8
10.49.253.233,10.54.115.220,05_31_21,6
10.49.253.233,10.54.115.236,06_02_10,6
10.49.253.233,10.54.115.241,06_03_12,5
10.49.253.233,10.54.115.250,06_03_09,2
10.49.253.233,10.54.115.30,06_13_19,7
10.49.253.233,10.54.115.45,06_02_14,7
10.49.253.233,10.54.115.52,06_01_15,4
10.49.253.233,10.54.115.75,06_03_10,1
10.49.253.233,10.54.115.82,06_13_09,7
10.49.253.233,10.54.12.114,06_03_09,1
10.49.253.233,10.54.12.197,06_04_12,1
10.49.253.233,10.54.12.210,06_03_10,3
10.49.253.233,10.54.12.210,06_03_11,4
10.49.253.233,10.54.12.210,06_03_14,2
10.49.253.233,10.54.12.224,06_03_09,1
10.49.253.233,10.54.12.228,06_03_20,9
10.49.253.233,10.54.12.237,06_03_10,4
10.49.253.233,10.54.12.244,06_03_10,4
10.49.253.233,10.54.12.41,06_04_13,4
10.49.253.233,10.54.12.57,06_03_19,5
10.49.253.233,10.54.12.91,06_03_09,12
10.49.253.233,10.54.125.166,05_31_09,1
10.49.253.233,10.54.125.240,06_13_12,5
10.49.253.233,10.54.126.3,05_31_09,2
10.49.253.233,10.54.139.101,06_05_14,2
10.49.253.233,10.54.139.126,06_05_12,13
10.49.253.233,10.54.139.148,06_05_16,3
10.49.253.233,10.54.139.197,06_05_16,3
10.49.253.233,10.54.139.206,06_05_12,4
10.49.253.233,10.54.139.206,06_06_17,1
10.49.253.233,10.54.139.211,06_05_21,1
10.49.253.233,10.54.139.250,06_05_14,8
10.49.253.233,10.54.139.250,06_05_15,7
10.49.253.233,10.54.139.26,06_06_09,8
10.49.253.233,10.54.139.39,06_05_15,5
10.49.253.233,10.54.139.39,06_05_16,6
10.49.253.233,10.54.139.40,06_05_17,7
10.49.253.233,10.54.139.56,06_05_14,4
10.49.253.233,10.54.141.10,06_03_11,4
10.49.253.233,10.54.141.11,06_03_15,10
10.49.253.233,10.54.141.110,06_03_11,1
10.49.253.233,10.54.141.110,06_03_12,2
10.49.253.233,10.54.141.110,06_04_09,3
10.49.253.233,10.54.141.12,06_03_11,2
10.49.253.233,10.54.141.152,06_04_09,4
10.49.253.233,10.54.141.157,06_03_11,5
10.49.253.233,10.54.141.174,06_03_14,3
10.49.253.233,10.54.141.18,06_03_11,4
10.49.253.233,10.54.141.183,06_03_13,1
10.49.253.233,10.54.141.189,06_03_11,15
10.49.253.233,10.54.141.189,06_03_16,6
10.49.253.233,10.54.141.193,06_04_15,3
10.49.253.233,10.54.141.216,06_03_15,1
10.49.253.233,10.54.141.238,06_03_13,3
10.49.253.233,10.54.141.238,06_03_14,5
10.49.253.233,10.54.141.244,06_03_13,10
10.49.253.233,10.54.141.246,06_03_18,2
10.49.253.233,10.54.141.26,06_03_13,4
10.49.253.233,10.54.141.38,06_03_14,4
10.49.253.233,10.54.141.48,06_03_14,3
10.49.253.233,10.54.141.58,06_03_14,2
10.49.253.233,10.54.141.74,06_04_09,1
10.49.253.233,10.54.141.79,06_03_13,1
10.49.253.233,10.54.141.96,06_03_14,2
10.49.253.233,10.54.143.84,06_11_18,5
10.49.253.233,10.54.146.192,06_04_09,5
10.49.253.233,10.54.146.231,06_04_21,1
10.49.253.233,10.54.146.247,06_05_10,4
10.49.253.233,10.54.146.252,06_04_15,4
10.49.253.233,10.54.146.32,06_05_00,4
10.49.253.233,10.54.146.47,06_04_09,1
10.49.253.233,10.54.146.91,06_05_17,1
10.49.253.233,10.54.147.0,06_05_08,3
10.49.253.233,10.54.147.0,06_05_09,1
10.49.253.233,10.54.147.1,06_04_09,5
10.49.253.233,10.54.149.134,06_03_09,5
10.49.253.233,10.54.149.200,06_03_09,3
10.49.253.233,10.54.16.105,06_13_14,5
10.49.253.233,10.54.16.110,06_13_13,3
10.49.253.233,10.54.16.120,05_31_11,6
10.49.253.233,10.54.16.120,05_31_12,4
10.49.253.233,10.54.16.138,05_31_12,7
10.49.253.233,10.54.16.140,05_31_11,2
10.49.253.233,10.54.16.148,06_13_12,5
10.49.253.233,10.54.16.153,05_31_10,4
10.49.253.233,10.54.16.156,06_13_13,4
10.49.253.233,10.54.16.163,05_31_10,3
10.49.253.233,10.54.16.166,05_31_10,1
10.49.253.233,10.54.16.168,06_13_14,8
10.49.253.233,10.54.16.174,06_13_16,6
10.49.253.233,10.54.16.178,06_13_20,10
10.49.253.233,10.54.16.18,06_13_11,5
10.49.253.233,10.54.16.203,05_31_10,1
10.49.253.233,10.54.16.203,06_03_10,4
10.49.253.233,10.54.16.210,05_31_13,3
10.49.253.233,10.54.16.228,06_03_11,3
10.49.253.233,10.54.16.233,06_13_11,16
10.49.253.233,10.54.16.241,05_31_13,6
10.49.253.233,10.54.16.248,06_13_16,1
10.49.253.233,10.54.16.86,06_13_21,5
10.49.253.233,10.54.16.98,05_31_10,4
10.49.253.233,10.54.160.108,05_31_13,5
10.49.253.233,10.54.160.116,05_31_13,2
10.49.253.233,10.54.160.123,05_31_15,4
10.49.253.233,10.54.160.126,05_31_12,2
10.49.253.233,10.54.160.155,05_31_18,2
10.49.253.233,10.54.160.171,05_31_14,3
10.49.253.233,10.54.160.207,05_31_15,10
10.49.253.233,10.54.160.21,05_31_13,1
10.49.253.233,10.54.160.21,05_31_14,1
10.49.253.233,10.54.160.221,05_31_16,3
10.49.253.233,10.54.160.236,05_31_14,3
10.49.253.233,10.54.160.27,05_31_19,1
10.49.253.233,10.54.160.36,05_31_15,5
10.49.253.233,10.54.160.59,05_31_14,6
10.49.253.233,10.54.160.63,05_31_14,3
10.49.253.233,10.54.160.7,05_31_12,2
10.49.253.233,10.54.160.95,06_13_18,2
10.49.253.233,10.54.17.3,05_31_11,4
10.49.253.233,10.54.170.141,06_06_15,2
10.49.253.233,10.54.170.191,06_06_10,8
10.49.253.233,10.54.170.202,06_06_10,1
10.49.253.233,10.54.170.228,06_06_10,1
10.49.253.233,10.54.170.84,06_06_09,2
10.49.253.233,10.54.170.92,06_06_09,2
10.49.253.233,10.54.174.102,06_04_10,6
10.49.253.233,10.54.174.137,06_04_13,1
10.49.253.233,10.54.174.137,06_04_15,1
10.49.253.233,10.54.174.160,06_05_09,8
10.49.253.233,10.54.174.184,06_04_10,1
10.49.253.233,10.54.174.191,06_05_12,13
10.49.253.233,10.54.174.191,06_05_18,4
10.49.253.233,10.54.174.192,06_05_09,2
10.49.253.233,10.54.174.194,06_05_13,7
10.49.253.233,10.54.174.217,06_04_11,2
10.49.253.233,10.54.174.248,06_04_16,5
10.49.253.233,10.54.174.43,06_04_10,4
10.49.253.233,10.54.174.79,06_04_14,1
10.49.253.233,10.54.174.89,06_04_14,2
10.49.253.233,10.54.174.99,06_05_16,1
10.49.253.233,10.54.176.108,06_06_14,6
10.49.253.233,10.54.176.115,06_06_12,2
10.49.253.233,10.54.176.133,06_06_14,1
10.49.253.233,10.54.176.146,06_06_14,4
10.49.253.233,10.54.176.157,06_06_14,1
10.49.253.233,10.54.176.16,06_06_13,5
10.49.253.233,10.54.176.199,06_06_19,1
10.49.253.233,10.54.176.201,06_06_17,15
10.49.253.233,10.54.176.224,06_06_18,1
10.49.253.233,10.54.176.246,06_06_18,4
10.49.253.233,10.54.176.67,06_06_13,1
10.49.253.233,10.54.176.69,06_06_18,1
10.49.253.233,10.54.176.93,06_06_14,1
10.49.253.233,10.54.176.99,06_06_16,7
10.49.253.233,10.54.179.11,06_05_12,1
10.49.253.233,10.54.179.220,06_05_09,1
10.49.253.233,10.54.179.235,06_05_09,1
10.49.253.233,10.54.179.37,06_05_09,4
10.49.253.233,10.54.179.47,06_05_09,1
10.49.253.233,10.54.185.127,06_12_09,5
10.49.253.233,10.54.185.127,06_12_10,5
10.49.253.233,10.54.185.131,06_11_22,7
10.49.253.233,10.54.185.174,06_11_10,2
10.49.253.233,10.54.185.58,06_12_10,9
10.49.253.233,10.54.187.133,06_06_09,2
10.49.253.233,10.54.187.202,06_06_09,4
10.49.253.233,10.54.187.213,06_06_16,1
10.49.253.233,10.54.191.131,06_04_13,1
10.49.253.233,10.54.191.196,06_04_09,4
10.49.253.233,10.54.191.39,06_04_09,6
10.49.253.233,10.54.191.56,06_04_17,12
10.49.253.233,10.54.191.77,06_04_14,1
10.49.253.233,10.54.191.93,06_04_18,2
10.49.253.233,10.54.194.110,06_06_10,4
10.49.253.233,10.54.194.129,06_06_10,1
10.49.253.233,10.54.194.137,06_06_11,1
10.49.253.233,10.54.194.137,06_10_08,4
10.49.253.233,10.54.194.187,06_06_11,4
10.49.253.233,10.54.194.187,06_06_15,4
10.49.253.233,10.54.194.219,06_06_10,4
10.49.253.233,10.54.194.248,06_06_11,6
10.49.253.233,10.54.195.243,06_03_13,7
10.49.253.233,10.54.197.101,06_05_09,3
10.49.253.233,10.54.197.104,06_05_13,4
10.49.253.233,10.54.197.129,06_05_13,4
10.49.253.233,10.54.197.160,06_05_09,4
10.49.253.233,10.54.197.229,06_05_13,4
10.49.253.233,10.54.197.246,06_05_09,2
10.49.253.233,10.54.197.7,06_05_09,4
10.49.253.233,10.54.2.3,06_05_11,8
10.49.253.233,10.54.202.17,06_04_09,4
10.49.253.233,10.54.202.172,06_04_12,4
10.49.253.233,10.54.202.251,06_04_17,4
10.49.253.233,10.54.226.189,06_12_14,12
10.49.253.233,10.54.226.21,06_12_14,12
10.49.253.233,10.54.23.209,06_13_09,8
10.49.253.233,10.54.23.251,06_13_09,8
10.49.253.233,10.54.23.39,05_31_09,4
10.49.253.233,10.54.23.55,05_31_09,2
10.49.253.233,10.54.237.114,06_11_09,3
10.49.253.233,10.54.237.119,06_11_09,5
10.49.253.233,10.54.237.134,06_11_09,4
10.49.253.233,10.54.237.139,06_11_13,2
10.49.253.233,10.54.237.164,06_11_09,3
10.49.253.233,10.54.237.195,06_11_09,3
10.49.253.233,10.54.237.29,06_11_10,2
10.49.253.233,10.54.237.41,06_10_10,12
10.49.253.233,10.54.237.41,06_11_09,7
10.49.253.233,10.54.245.100,05_31_10,1
10.49.253.233,10.54.245.104,06_01_19,1
10.49.253.233,10.54.245.124,05_31_18,1
10.49.253.233,10.54.245.133,05_31_10,2
10.49.253.233,10.54.245.165,06_13_10,12
10.49.253.233,10.54.245.19,06_02_17,5
10.49.253.233,10.54.245.250,06_02_16,2
10.49.253.233,10.54.245.253,06_11_18,3
10.49.253.233,10.54.245.253,06_11_19,5
10.49.253.233,10.54.245.253,06_13_15,1
10.49.253.233,10.54.245.5,06_13_13,8
10.49.253.233,10.54.245.63,06_13_17,8
10.49.253.233,10.54.245.66,06_03_13,7
10.49.253.233,10.54.245.97,06_03_09,4
10.49.253.233,10.54.246.241,05_31_09,4
10.49.253.233,10.54.246.56,06_13_18,2
10.49.253.233,10.54.246.62,05_31_15,5
10.49.253.233,10.54.246.8,06_13_09,10
10.49.253.233,10.54.246.87,06_13_15,10
10.49.253.233,10.54.247.0,05_31_15,7
10.49.253.233,10.54.250.100,06_12_16,1
10.49.253.233,10.54.250.139,05_31_18,5
10.49.253.233,10.54.250.145,06_12_14,2
10.49.253.233,10.54.250.149,06_12_12,2
10.49.253.233,10.54.250.207,06_12_15,7
10.49.253.233,10.54.250.208,06_12_13,11
10.49.253.233,10.54.250.210,06_12_11,2
10.49.253.233,10.54.250.219,06_12_11,7
10.49.253.233,10.54.250.222,06_12_12,8
10.49.253.233,10.54.250.23,06_12_13,6
10.49.253.233,10.54.250.255,06_12_13,1
10.49.253.233,10.54.250.35,06_13_09,13
10.49.253.233,10.54.250.36,06_13_09,1
10.49.253.233,10.54.250.47,06_12_12,2
10.49.253.233,10.54.250.49,06_13_09,3
10.49.253.233,10.54.250.7,05_31_09,3
10.49.253.233,10.54.250.74,06_12_16,2
10.49.253.233,10.54.250.76,06_12_16,8
10.49.253.233,10.54.250.82,06_12_12,8
10.49.253.233,10.54.250.97,06_12_13,18
10.49.253.233,10.54.250.97,06_13_10,3
10.49.253.233,10.54.252.134,06_05_09,19
10.49.253.233,10.54.252.137,06_05_09,6
10.49.253.233,10.54.252.143,06_04_15,4
10.49.253.233,10.54.252.145,06_04_18,15
10.49.253.233,10.54.252.155,06_04_16,4
10.49.253.233,10.54.252.162,06_04_13,4
10.49.253.233,10.54.252.165,06_04_12,1
10.49.253.233,10.54.252.183,06_04_15,1
10.49.253.233,10.54.252.183,06_04_20,1
10.49.253.233,10.54.252.218,06_04_18,4
10.49.253.233,10.54.252.219,06_04_12,2
10.49.253.233,10.54.252.22,06_05_13,1
10.49.253.233,10.54.252.220,06_04_17,3
10.49.253.233,10.54.252.236,06_04_13,4
10.49.253.233,10.54.252.253,06_04_14,1
10.49.253.233,10.54.252.31,06_04_16,7
10.49.253.233,10.54.252.36,06_04_14,7
10.49.253.233,10.54.252.54,06_04_13,5
10.49.253.233,10.54.252.80,06_04_13,4
10.49.253.233,10.54.252.83,06_04_18,2
10.49.253.233,10.54.253.2,06_04_11,1
10.49.253.233,10.54.26.179,06_11_09,5
10.49.253.233,10.54.26.212,06_11_09,3
10.49.253.233,10.54.27.106,06_03_10,2
10.49.253.233,10.54.27.135,06_03_10,1
10.49.253.233,10.54.27.146,06_04_13,3
10.49.253.233,10.54.27.180,06_03_10,3
10.49.253.233,10.54.27.193,06_04_09,4
10.49.253.233,10.54.27.20,06_04_11,4
10.49.253.233,10.54.27.206,06_03_10,12
10.49.253.233,10.54.27.209,06_03_10,1
10.49.253.233,10.54.27.211,06_04_10,23
10.49.253.233,10.54.27.212,06_03_10,4
10.49.253.233,10.54.27.52,06_03_10,1
10.49.253.233,10.54.28.2,06_03_09,1
10.49.253.233,10.54.28.78,06_11_09,5
10.49.253.233,10.54.32.189,06_11_10,1
10.49.253.233,10.54.32.217,06_11_09,3
10.49.253.233,10.54.32.244,06_11_09,5
10.49.253.233,10.54.32.50,06_11_09,2
10.49.253.233,10.54.35.180,06_11_08,5
10.49.253.233,10.54.35.254,06_11_08,4
10.49.253.233,10.54.35.55,06_11_08,7
10.49.253.233,10.54.35.74,06_11_13,3
10.49.253.233,10.54.38.121,06_03_09,2
10.49.253.233,10.54.38.217,06_03_09,2
10.49.253.233,10.54.47.186,06_12_12,2
10.49.253.233,10.54.48.110,06_12_20,13
10.49.253.233,10.54.48.148,05_31_05,2
10.49.253.233,10.54.48.181,06_13_07,6
10.49.253.233,10.54.48.202,06_12_22,6
10.49.253.233,10.54.48.222,05_31_13,1
10.49.253.233,10.54.48.230,06_12_11,4
10.49.253.233,10.54.48.251,06_13_11,6
10.49.253.233,10.54.48.253,06_12_21,1
10.49.253.233,10.54.48.35,05_31_09,5
10.49.253.233,10.54.48.66,06_12_21,1
10.49.253.233,10.54.52.102,06_11_10,15
10.49.253.233,10.54.52.129,06_11_10,3
10.49.253.233,10.54.52.187,06_11_10,1
10.49.253.233,10.54.52.234,06_11_10,6
10.49.253.233,10.54.52.246,06_11_13,5
10.49.253.233,10.54.52.49,06_11_10,1
10.49.253.233,10.54.52.58,06_12_09,11
10.49.253.233,10.54.53.0,06_11_13,2
10.49.253.233,10.54.53.178,06_06_10,2
10.49.253.233,10.54.53.229,06_06_16,6
10.49.253.233,10.54.54.252,06_06_09,5
10.49.253.233,10.54.54.66,06_06_09,1
10.49.253.233,10.54.54.77,06_06_10,4
10.49.253.233,10.54.56.169,06_04_09,1
10.49.253.233,10.54.56.207,06_03_10,8
10.49.253.233,10.54.57.0,06_03_10,5
10.49.253.233,10.54.64.85,06_06_20,7
10.49.253.233,10.54.66.118,06_03_17,2
10.49.253.233,10.54.66.44,06_03_18,8
10.49.253.233,10.54.66.50,06_03_16,2
10.49.253.233,10.54.66.81,06_04_09,9
10.49.253.233,10.54.66.86,06_03_16,2
10.49.253.233,10.54.66.98,06_03_15,3
10.49.253.233,10.54.68.185,06_05_09,1
10.49.253.233,10.54.68.202,06_05_09,1
10.49.253.233,10.54.68.212,06_06_09,4
10.49.253.233,10.54.68.27,06_05_10,1
10.49.253.233,10.54.68.30,06_05_10,1
10.49.253.233,10.54.68.9,06_05_19,8
10.49.253.233,10.54.69.47,06_12_09,2
10.49.253.233,10.54.80.109,06_05_10,2
10.49.253.233,10.54.80.173,06_05_09,5
10.49.253.233,10.54.80.215,06_05_11,4
10.49.253.233,10.54.80.215,06_05_12,2
10.49.253.233,10.54.80.5,06_05_09,1
10.49.253.233,10.54.80.51,06_04_18,8
10.49.253.233,10.54.85.11,06_12_14,5
10.49.253.233,10.54.85.135,06_13_09,12
10.49.253.233,10.54.85.190,06_12_10,4
10.49.253.233,10.54.85.194,06_12_11,1
10.49.253.233,10.54.85.242,06_12_10,3
10.49.253.233,10.54.85.254,06_12_10,3
10.49.253.233,10.54.85.36,06_13_09,5
10.49.253.233,10.54.85.60,05_31_09,2
10.49.253.233,10.54.85.67,06_13_09,7
10.49.253.233,10.54.85.75,06_12_10,3
10.49.253.233,10.54.85.93,06_12_10,1
10.49.253.233,10.54.86.102,06_11_15,11
10.49.253.233,10.54.86.118,06_12_09,1
10.49.253.233,10.54.86.119,06_12_09,2
10.49.253.233,10.54.86.12,06_11_12,7
10.49.253.233,10.54.86.120,06_11_11,4
10.49.253.233,10.54.86.161,06_11_15,7
10.49.253.233,10.54.86.176,06_11_12,4
10.49.253.233,10.54.86.178,06_11_14,5
10.49.253.233,10.54.86.206,06_11_11,5
10.49.253.233,10.54.86.212,06_11_14,6
10.49.253.233,10.54.86.238,06_11_14,5
10.49.253.233,10.54.86.29,06_11_15,3
10.49.253.233,10.54.86.45,06_12_14,1
10.49.253.233,10.54.86.64,06_11_14,5
10.49.253.233,10.54.86.92,06_11_11,7
10.49.253.233,10.54.87.1,06_11_14,13
10.49.253.233,10.54.99.23,06_06_14,6
10.49.253.233,10.54.99.234,06_12_13,2
10.49.253.233,10.54.99.51,06_11_19,9
10.49.253.233,10.56.0.162,06_13_10,8
10.49.253.233,10.56.0.223,06_04_19,2
10.49.253.233,10.56.0.223,06_10_09,1
10.49.253.233,10.56.0.86,05_31_09,3
10.49.253.233,10.56.0.86,05_31_21,3
10.49.253.233,10.56.0.86,06_03_09,3
10.49.253.233,10.56.0.86,06_04_09,3
10.49.253.233,10.56.0.86,06_04_16,3
10.49.253.233,10.56.0.86,06_04_19,3
10.49.253.233,10.56.0.86,06_05_09,6
10.49.253.233,10.56.0.86,06_05_10,3
10.49.253.233,10.56.0.86,06_06_09,3
10.49.253.233,10.56.0.86,06_06_17,6
10.49.253.233,10.56.0.86,06_10_08,3
10.49.253.233,10.56.0.86,06_11_09,3
10.49.253.233,10.56.0.86,06_11_20,3
10.49.253.233,10.56.0.86,06_12_14,3
10.49.253.233,10.56.0.95,06_04_18,5
10.49.253.233,10.56.1.21,06_03_09,1
10.49.253.233,10.56.1.21,06_10_10,1
10.49.253.233,10.56.10.102,06_03_10,1
10.49.253.233,10.56.10.103,05_31_10,1
10.49.253.233,10.56.10.11,06_03_13,6
10.49.253.233,10.56.10.118,06_05_17,1
10.49.253.233,10.56.10.122,06_03_10,4
10.49.253.233,10.56.10.122,06_03_18,4
10.49.253.233,10.56.10.122,06_04_10,4
10.49.253.233,10.56.10.122,06_04_11,4
10.49.253.233,10.56.10.122,06_05_09,8
10.49.253.233,10.56.10.122,06_05_17,4
10.49.253.233,10.56.10.122,06_06_15,4
10.49.253.233,10.56.10.122,06_10_08,8
10.49.253.233,10.56.10.122,06_10_16,4
10.49.253.233,10.56.10.128,06_05_10,6
10.49.253.233,10.56.10.136,06_03_09,4
10.49.253.233,10.56.10.136,06_03_17,5
10.49.253.233,10.56.10.136,06_03_18,15
10.49.253.233,10.56.10.136,06_04_09,4
10.49.253.233,10.56.10.139,05_31_09,1
10.49.253.233,10.56.10.139,06_01_12,1
10.49.253.233,10.56.10.139,06_03_09,2
10.49.253.233,10.56.10.148,05_31_09,1
10.49.253.233,10.56.10.149,05_31_14,1
10.49.253.233,10.56.10.149,06_03_10,4
10.49.253.233,10.56.10.150,06_04_15,2
10.49.253.233,10.56.10.150,06_05_15,3
10.49.253.233,10.56.10.150,06_06_17,2
10.49.253.233,10.56.10.150,06_13_11,2
10.49.253.233,10.56.10.150,06_13_15,3
10.49.253.233,10.56.10.154,06_06_18,1
10.49.253.233,10.56.10.158,06_12_21,18
10.49.253.233,10.56.10.16,06_05_09,9
10.49.253.233,10.56.10.182,05_31_17,1
10.49.253.233,10.56.10.19,06_04_19,11
10.49.253.233,10.56.10.191,06_01_14,1
10.49.253.233,10.56.10.192,06_11_11,1
10.49.253.233,10.56.10.204,06_03_10,2
10.49.253.233,10.56.10.204,06_03_15,1
