dst,src,day_time,num
10.36.32.229,10.49.212.147,06_11_00,1744
10.36.32.229,10.49.212.147,06_11_05,1
10.36.32.229,10.49.212.147,06_11_07,886
10.36.32.229,10.49.212.147,06_11_09,3
10.36.32.229,10.49.212.147,06_11_11,305
10.36.32.229,10.49.212.147,06_11_13,3
10.36.32.229,10.49.212.147,06_11_16,311
10.36.32.229,10.49.212.147,06_11_18,2
10.36.32.229,10.49.212.147,06_11_19,4492
10.36.32.229,10.49.212.147,06_11_20,3820
10.36.32.229,10.49.212.147,06_11_21,2112
10.36.32.229,10.49.212.147,06_11_22,988
10.36.32.229,10.49.212.147,06_11_23,309
10.36.32.229,10.49.212.147,06_12_00,2174
10.36.32.229,10.49.212.147,06_12_01,150
10.36.32.229,10.49.212.147,06_12_03,3
10.36.32.229,10.49.212.147,06_12_07,284
10.36.32.229,10.49.212.147,06_12_10,4
10.36.32.229,10.49.212.147,06_12_11,3
10.36.32.229,10.49.212.147,06_12_12,307
10.36.32.229,10.49.212.147,06_12_13,1499
10.36.32.229,10.49.212.147,06_12_14,1050
10.36.32.229,10.49.212.147,06_12_15,1509
10.36.32.229,10.49.212.147,06_12_17,1359
10.36.32.229,10.49.212.147,06_12_19,585
10.36.32.229,10.49.212.147,06_12_21,1681
10.36.32.229,10.49.212.147,06_12_22,3246
10.36.32.229,10.49.212.147,06_12_23,3
10.36.32.229,10.49.212.147,06_13_01,1011
10.36.32.229,10.49.212.147,06_13_02,1456
10.36.32.229,10.49.212.147,06_13_03,2294
10.36.32.229,10.49.212.147,06_13_05,1
10.36.32.229,10.49.212.147,06_13_09,4
10.36.32.229,10.49.212.147,06_13_13,1608
10.36.32.229,10.49.212.147,06_13_15,742
10.36.32.229,10.49.212.147,06_13_16,10
10.36.32.229,10.49.212.147,06_13_17,1012
10.36.32.229,10.49.212.147,06_13_18,4221
10.36.32.229,10.49.212.147,06_13_19,2602
10.36.32.229,10.49.212.147,06_13_21,10
10.36.32.229,10.49.212.147,06_13_23,3
