dst,src,day_time,num
10.24.49.154,10.49.21.15,06_09_06,410
10.24.49.154,10.49.21.15,06_09_07,208
10.24.49.154,10.49.21.15,06_09_08,406
10.24.49.154,10.49.21.15,06_10_00,391
10.24.49.154,10.49.21.15,06_10_08,205
10.24.49.154,10.49.21.15,06_10_09,401
10.24.49.154,10.49.21.15,06_10_11,9480
10.24.49.154,10.49.21.15,06_10_16,6819
10.24.49.154,10.49.21.15,06_10_18,646
10.24.49.154,10.49.21.15,06_11_10,5151
10.24.49.154,10.49.21.15,06_11_12,1019
10.24.49.154,10.49.21.15,06_11_15,4375
10.24.49.154,10.49.21.15,06_11_17,13921
10.24.49.154,10.49.21.15,06_11_19,5760
10.24.49.154,10.49.21.15,06_12_09,3267
10.24.49.154,10.49.21.15,06_12_11,1199
10.24.49.154,10.49.21.15,06_12_12,205
10.24.49.154,10.49.21.15,06_12_13,3350
10.24.49.154,10.49.21.15,06_12_19,5648
10.24.49.154,10.49.21.15,06_12_20,510
10.24.49.154,10.49.21.15,06_13_03,264
10.24.49.154,10.49.21.15,06_13_11,10218
10.24.49.154,10.49.21.15,06_13_12,2453
10.24.49.154,10.49.21.15,06_13_13,7999
10.24.49.154,10.49.21.15,06_13_14,208
10.24.49.154,10.49.21.15,06_13_15,269
10.24.49.154,10.49.21.15,06_13_16,6724
10.24.49.154,10.49.21.15,06_13_18,3726
10.24.64.39,10.49.21.15,06_01_06,1
10.24.64.39,10.49.21.15,06_01_07,273
10.24.64.39,10.49.21.15,06_02_07,274
10.24.64.39,10.49.21.15,06_03_08,274
10.24.64.39,10.49.21.15,06_04_13,274
10.24.64.39,10.49.21.15,06_04_14,1
10.24.64.39,10.49.21.15,06_05_14,1580
10.24.64.39,10.49.21.15,06_06_15,267
10.24.64.39,10.49.21.15,06_06_16,272
10.24.64.39,10.49.21.15,06_08_04,285
10.24.64.39,10.49.21.15,06_09_05,284
10.24.64.39,10.49.21.15,06_10_06,280
10.24.64.39,10.49.21.15,06_13_07,1396
10.24.64.39,10.49.21.15,06_13_08,203
10.24.73.248,10.49.21.15,05_31_05,67
10.24.73.248,10.49.21.15,06_01_06,67
10.24.73.248,10.49.21.15,06_02_07,66
10.24.73.248,10.49.21.15,06_02_08,2
10.24.73.248,10.49.21.15,06_03_08,68
10.24.73.248,10.49.21.15,06_05_05,71
10.24.73.248,10.49.21.15,06_05_06,10
10.24.73.248,10.49.21.15,06_06_06,67
10.24.73.248,10.49.21.15,06_08_04,69
10.24.73.248,10.49.21.15,06_09_05,69
10.24.73.248,10.49.21.15,06_12_18,81
10.25.32.50,10.49.21.15,05_31_04,68
10.25.32.50,10.49.21.15,06_01_10,68
10.25.32.50,10.49.21.15,06_02_14,69
10.25.32.50,10.49.21.15,06_05_17,75
10.25.32.50,10.49.21.15,06_05_18,3
10.25.32.50,10.49.21.15,06_06_19,66
10.25.32.50,10.49.21.15,06_08_05,71
10.25.32.50,10.49.21.15,06_09_06,70
10.25.32.50,10.49.21.15,06_10_07,70
10.25.32.50,10.49.21.15,06_11_08,64
10.25.32.50,10.49.21.15,06_13_00,80
10.28.64.142,10.49.21.15,05_31_01,76
10.28.64.142,10.49.21.15,06_02_11,73
10.28.64.142,10.49.21.15,06_03_12,71
10.28.64.142,10.49.21.15,06_04_15,91
10.28.64.142,10.49.21.15,06_04_16,13
10.28.64.142,10.49.21.15,06_05_17,71
10.28.64.142,10.49.21.15,06_06_18,73
10.28.64.142,10.49.21.15,06_08_04,74
10.28.64.142,10.49.21.15,06_09_05,78
10.28.64.142,10.49.21.15,06_10_07,72
10.28.64.142,10.49.21.15,06_12_22,74
10.28.64.142,10.49.21.15,06_12_23,19
10.30.150.54,10.49.21.15,05_31_12,2202
10.30.150.54,10.49.21.15,05_31_13,2474
10.30.150.54,10.49.21.15,06_01_07,13496
10.30.150.54,10.49.21.15,06_01_08,3235
10.30.150.54,10.49.21.15,06_01_14,1179
10.30.150.54,10.49.21.15,06_01_15,120
10.30.150.54,10.49.21.15,06_03_10,862
10.30.150.54,10.49.21.15,06_03_12,957
10.30.150.54,10.49.21.15,06_03_14,5
10.30.150.54,10.49.21.15,06_03_15,8825
10.30.150.54,10.49.21.15,06_03_16,629
10.30.150.54,10.49.21.15,06_03_21,11463
10.30.150.54,10.49.21.15,06_04_19,11597
10.30.150.54,10.49.21.15,06_05_00,12792
10.30.150.54,10.49.21.15,06_05_05,26402
10.30.150.54,10.49.21.15,06_05_08,10003
10.30.150.54,10.49.21.15,06_06_05,3840
10.30.150.54,10.49.21.15,06_06_06,3130
10.30.150.54,10.49.21.15,06_06_09,5432
10.30.150.54,10.49.21.15,06_06_11,77
10.30.150.54,10.49.21.15,06_07_12,89
10.30.150.54,10.49.21.15,06_10_10,79
10.30.150.54,10.49.21.15,06_10_16,13252
10.30.150.54,10.49.21.15,06_10_19,3241
10.30.150.54,10.49.21.15,06_10_21,2025
10.30.150.54,10.49.21.15,06_11_11,6532
10.30.150.54,10.49.21.15,06_11_13,756
10.30.150.54,10.49.21.15,06_11_16,5207
10.30.150.54,10.49.21.15,06_11_18,3227
10.30.150.54,10.49.21.15,06_11_20,1434
10.30.150.54,10.49.21.15,06_11_23,6584
10.30.150.54,10.49.21.15,06_12_10,2762
10.30.150.54,10.49.21.15,06_12_14,3364
10.30.150.54,10.49.21.15,06_12_19,8324
10.30.150.54,10.49.21.15,06_12_23,78
10.30.150.54,10.49.21.15,06_13_11,2921
10.30.150.54,10.49.21.15,06_13_14,2106
10.30.150.54,10.49.21.15,06_13_15,346
10.30.150.54,10.49.21.15,06_13_17,3347
10.30.150.54,10.49.21.15,06_13_19,1161
10.30.150.54,10.49.21.15,06_13_22,14090
10.32.243.30,10.49.21.15,06_03_14,4617
10.32.243.30,10.49.21.15,06_03_15,50
10.32.243.30,10.49.21.15,06_03_18,20993
10.32.243.30,10.49.21.15,06_05_08,5754
10.32.243.30,10.49.21.15,06_10_16,6191
10.32.243.30,10.49.21.15,06_10_17,43
10.32.243.30,10.49.21.15,06_11_18,73
10.32.243.30,10.49.21.15,06_11_19,11719
10.32.243.30,10.49.21.15,06_13_19,5817
10.32.42.48,10.49.21.15,05_31_04,211
10.32.42.48,10.49.21.15,06_01_07,211
10.32.42.48,10.49.21.15,06_02_08,211
10.32.42.48,10.49.21.15,06_03_09,211
10.32.42.48,10.49.21.15,06_05_06,1536
10.32.42.48,10.49.21.15,06_07_03,216
10.32.42.48,10.49.21.15,06_08_04,231
10.32.42.48,10.49.21.15,06_09_05,220
10.32.42.48,10.49.21.15,06_10_06,216
10.32.42.48,10.49.21.15,06_13_04,742
10.32.42.48,10.49.21.15,06_13_05,1616
10.32.49.189,10.49.21.15,05_31_01,1559
10.32.49.189,10.49.21.15,05_31_03,258
10.32.49.189,10.49.21.15,05_31_04,10
10.32.49.189,10.49.21.15,06_01_08,276
10.32.49.189,10.49.21.15,06_02_01,251
10.32.49.189,10.49.21.15,06_02_11,273
10.32.49.189,10.49.21.15,06_03_01,272
10.32.49.189,10.49.21.15,06_03_12,268
10.32.49.189,10.49.21.15,06_05_14,267
10.32.49.189,10.49.21.15,06_06_01,1595
10.32.49.189,10.49.21.15,06_06_15,261
10.32.49.189,10.49.21.15,06_06_16,262
10.32.49.189,10.49.21.15,06_07_02,288
10.32.49.189,10.49.21.15,06_08_05,1251
10.32.49.189,10.49.21.15,06_08_06,662
10.32.49.189,10.49.21.15,06_09_07,565
10.32.49.189,10.49.21.15,06_10_08,282
10.32.49.189,10.49.21.15,06_13_02,1544
10.32.49.189,10.49.21.15,06_13_10,276
10.33.68.19,10.49.21.15,06_01_09,271
10.33.68.19,10.49.21.15,06_02_09,10
10.33.68.19,10.49.21.15,06_02_10,262
10.33.68.19,10.49.21.15,06_03_11,272
10.33.68.19,10.49.21.15,06_05_08,272
10.33.68.19,10.49.21.15,06_06_09,272
10.33.68.19,10.49.21.15,06_08_06,371
10.33.68.19,10.49.21.15,06_08_07,1320
10.33.68.19,10.49.21.15,06_09_08,283
10.33.68.19,10.49.21.15,06_10_09,290
10.33.68.19,10.49.21.15,06_13_01,272
10.35.70.252,10.49.21.15,05_31_09,223
10.35.70.252,10.49.21.15,05_31_10,49
10.35.70.252,10.49.21.15,06_01_11,271
10.35.70.252,10.49.21.15,06_02_11,272
10.35.70.252,10.49.21.15,06_04_03,1592
10.35.70.252,10.49.21.15,06_04_05,1598
10.35.70.252,10.49.21.15,06_06_03,272
10.35.70.252,10.49.21.15,06_07_03,287
10.35.70.252,10.49.21.15,06_08_05,285
10.35.70.252,10.49.21.15,06_09_06,286
10.35.70.252,10.49.21.15,06_13_03,1598
10.35.82.21,10.49.21.15,05_31_05,271
10.35.82.21,10.49.21.15,06_01_10,270
10.35.82.21,10.49.21.15,06_02_11,267
10.35.82.21,10.49.21.15,06_04_06,1506
10.35.82.21,10.49.21.15,06_04_07,90
10.35.82.21,10.49.21.15,06_06_05,264
10.35.82.21,10.49.21.15,06_07_05,282
10.35.82.21,10.49.21.15,06_08_06,284
10.35.82.21,10.49.21.15,06_09_07,282
10.35.82.21,10.49.21.15,06_10_08,272
10.35.82.21,10.49.21.15,06_13_08,1595
10.36.32.229,10.49.21.15,06_02_05,67
10.36.32.229,10.49.21.15,06_03_05,67
10.36.32.229,10.49.21.15,06_05_05,67
10.36.32.229,10.49.21.15,06_05_06,1
10.36.32.229,10.49.21.15,06_07_04,69
10.36.32.229,10.49.21.15,06_09_04,68
10.36.32.229,10.49.21.15,06_10_05,67
10.36.32.229,10.49.21.15,06_12_18,68
10.36.32.229,10.49.21.15,06_13_19,67
10.37.54.179,10.49.21.15,06_02_07,263
10.37.54.179,10.49.21.15,06_03_08,267
10.37.54.179,10.49.21.15,06_04_11,269
10.37.54.179,10.49.21.15,06_05_12,1591
10.37.54.179,10.49.21.15,06_08_08,291
10.37.54.179,10.49.21.15,06_09_10,285
10.39.11.174,10.49.21.15,05_31_03,1677
10.39.11.174,10.49.21.15,05_31_10,837
10.39.11.174,10.49.21.15,05_31_12,2974
10.39.11.174,10.49.21.15,05_31_13,12
10.39.11.174,10.49.21.15,06_01_10,1699
10.39.11.174,10.49.21.15,06_03_10,270
10.39.11.174,10.49.21.15,06_03_12,737
10.39.11.174,10.49.21.15,06_03_13,656
10.39.11.174,10.49.21.15,06_03_17,1996
10.39.11.174,10.49.21.15,06_03_19,504
10.39.11.174,10.49.21.15,06_05_11,5127
10.39.11.174,10.49.21.15,06_05_15,2257
10.39.11.174,10.49.21.15,06_05_18,1918
10.39.11.174,10.49.21.15,06_06_12,2088
10.39.11.174,10.49.21.15,06_06_14,2225
10.39.11.174,10.49.21.15,06_06_17,1547
10.39.11.174,10.49.21.15,06_07_12,564
10.39.11.174,10.49.21.15,06_10_08,531
10.39.11.174,10.49.21.15,06_10_11,13066
10.39.11.174,10.49.21.15,06_10_17,4586
10.39.11.174,10.49.21.15,06_10_19,2217
10.39.11.174,10.49.21.15,06_11_09,515
10.39.11.174,10.49.21.15,06_11_10,1
10.39.11.174,10.49.21.15,06_11_12,4024
10.39.11.174,10.49.21.15,06_11_13,19
10.39.11.174,10.49.21.15,06_11_15,916
10.39.11.174,10.49.21.15,06_12_10,522
10.39.11.174,10.49.21.15,06_12_11,1
10.39.11.174,10.49.21.15,06_12_14,2219
10.39.11.174,10.49.21.15,06_13_07,4147
10.39.11.174,10.49.21.15,06_13_08,1
10.39.11.174,10.49.21.15,06_13_12,504
10.39.11.174,10.49.21.15,06_13_15,2283
10.39.11.174,10.49.21.15,06_13_17,426
10.39.11.174,10.49.21.15,06_13_18,498
10.39.80.181,10.49.21.15,06_01_08,210
10.39.80.181,10.49.21.15,06_02_09,210
10.39.80.181,10.49.21.15,06_03_10,206
10.39.80.181,10.49.21.15,06_06_03,451
10.39.80.181,10.49.21.15,06_06_04,1067
10.39.80.181,10.49.21.15,06_07_04,223
10.39.80.181,10.49.21.15,06_09_02,227
10.39.80.181,10.49.21.15,06_10_03,210
10.39.80.181,10.49.21.15,06_10_16,3521
10.39.80.181,10.49.21.15,06_12_17,208
10.39.80.181,10.49.21.15,06_13_18,2948
10.39.80.181,10.49.21.15,06_13_19,93
10.40.216.239,10.49.21.15,05_31_01,68
10.40.216.239,10.49.21.15,06_01_07,70
10.40.216.239,10.49.21.15,06_02_08,68
10.40.216.239,10.49.21.15,06_03_09,69
10.40.216.239,10.49.21.15,06_04_16,78
10.40.216.239,10.49.21.15,06_04_17,81
10.40.216.239,10.49.21.15,06_04_18,20
10.40.216.239,10.49.21.15,06_06_01,69
10.40.216.239,10.49.21.15,06_08_05,72
10.40.216.239,10.49.21.15,06_09_06,70
10.40.216.239,10.49.21.15,06_10_07,72
10.40.216.239,10.49.21.15,06_12_12,68
10.40.216.239,10.49.21.15,06_12_13,13
10.40.216.239,10.49.21.15,06_13_14,69
10.40.240.71,10.49.21.15,05_31_13,211
10.40.240.71,10.49.21.15,06_02_04,210
10.40.240.71,10.49.21.15,06_04_05,270
10.40.240.71,10.49.21.15,06_04_06,1255
10.40.240.71,10.49.21.15,06_06_04,210
10.40.240.71,10.49.21.15,06_07_04,434
10.40.240.71,10.49.21.15,06_08_05,217
10.40.240.71,10.49.21.15,06_09_06,222
10.40.240.71,10.49.21.15,06_10_07,210
10.40.240.71,10.49.21.15,06_12_19,672
10.40.240.71,10.49.21.15,06_12_20,841
10.40.240.71,10.49.21.15,06_13_21,209
10.40.53.183,10.49.21.15,05_31_04,269
10.40.53.183,10.49.21.15,05_31_11,2546
10.40.53.183,10.49.21.15,06_01_08,10661
10.40.53.183,10.49.21.15,06_02_09,3297
10.40.53.183,10.49.21.15,06_03_04,274
10.40.53.183,10.49.21.15,06_03_11,2016
10.40.53.183,10.49.21.15,06_03_13,1359
10.40.53.183,10.49.21.15,06_03_14,560
10.40.53.183,10.49.21.15,06_03_16,7466
10.40.53.183,10.49.21.15,06_03_19,7923
10.40.53.183,10.49.21.15,06_03_20,1847
10.40.53.183,10.49.21.15,06_03_22,2342
10.40.53.183,10.49.21.15,06_04_05,303
10.40.53.183,10.49.21.15,06_04_06,1260
10.40.53.183,10.49.21.15,06_05_07,13068
10.40.53.183,10.49.21.15,06_05_08,1051
10.40.53.183,10.49.21.15,06_05_10,1
10.40.53.183,10.49.21.15,06_05_13,2217
10.40.53.183,10.49.21.15,06_05_16,1
10.40.53.183,10.49.21.15,06_05_19,4607
10.40.53.183,10.49.21.15,06_06_09,2310
10.40.53.183,10.49.21.15,06_06_19,945
10.40.53.183,10.49.21.15,06_06_21,5983
10.40.53.183,10.49.21.15,06_07_03,276
10.40.53.183,10.49.21.15,06_08_05,285
10.40.53.183,10.49.21.15,06_09_06,290
10.40.53.183,10.49.21.15,06_10_07,228
10.40.53.183,10.49.21.15,06_10_09,1976
10.40.53.183,10.49.21.15,06_10_16,1856
10.40.53.183,10.49.21.15,06_10_18,1
10.40.53.183,10.49.21.15,06_11_18,1772
10.40.53.183,10.49.21.15,06_11_20,4935
10.40.53.183,10.49.21.15,06_12_19,672
10.40.53.183,10.49.21.15,06_12_20,849
10.40.53.183,10.49.21.15,06_13_00,2487
10.40.53.183,10.49.21.15,06_13_01,1840
10.40.53.183,10.49.21.15,06_13_10,3061
10.40.53.183,10.49.21.15,06_13_13,2985
10.40.53.183,10.49.21.15,06_13_15,2214
10.40.53.183,10.49.21.15,06_13_21,275
10.40.64.158,10.49.21.15,05_31_01,75
10.40.64.158,10.49.21.15,06_01_08,63
10.40.64.158,10.49.21.15,06_02_11,72
10.40.64.158,10.49.21.15,06_03_12,71
10.40.64.158,10.49.21.15,06_06_08,63
10.40.64.158,10.49.21.15,06_06_09,10
10.40.64.158,10.49.21.15,06_07_09,74
10.40.64.158,10.49.21.15,06_08_13,78
10.40.64.158,10.49.21.15,06_09_14,79
10.40.64.158,10.49.21.15,06_10_16,74
10.40.64.158,10.49.21.15,06_13_00,70
10.42.237.213,10.49.21.15,05_31_09,73
10.42.237.213,10.49.21.15,06_01_10,78
10.42.237.213,10.49.21.15,06_02_11,73
10.42.237.213,10.49.21.15,06_03_12,72
10.42.237.213,10.49.21.15,06_06_09,85
10.42.237.213,10.49.21.15,06_07_09,85
10.42.237.213,10.49.21.15,06_08_13,77
10.42.237.213,10.49.21.15,06_09_14,69
10.42.237.213,10.49.21.15,06_10_17,80
10.42.237.213,10.49.21.15,06_13_07,64
10.43.175.149,10.49.21.15,05_31_01,68
10.43.175.149,10.49.21.15,06_01_10,66
10.43.175.149,10.49.21.15,06_02_11,2
10.43.175.149,10.49.21.15,06_02_12,67
10.43.175.149,10.49.21.15,06_03_13,40
10.43.175.149,10.49.21.15,06_05_12,80
10.43.175.149,10.49.21.15,06_06_14,69
10.43.175.149,10.49.21.15,06_08_06,70
10.43.175.149,10.49.21.15,06_09_07,71
10.47.187.139,10.49.21.15,05_31_05,268
10.47.187.139,10.49.21.15,06_01_10,271
10.47.187.139,10.49.21.15,06_02_11,272
10.47.187.139,10.49.21.15,06_04_06,1597
10.47.187.139,10.49.21.15,06_05_09,216
10.47.187.139,10.49.21.15,06_05_10,55
10.47.187.139,10.49.21.15,06_06_11,268
10.47.187.139,10.49.21.15,06_07_11,294
10.47.187.139,10.49.21.15,06_08_12,287
10.47.187.139,10.49.21.15,06_09_13,294
10.47.187.139,10.49.21.15,06_10_17,282
10.47.187.139,10.49.21.15,06_13_06,381
10.47.187.139,10.49.21.15,06_13_07,1216
10.48.35.58,10.49.21.15,05_31_07,1584
10.48.35.58,10.49.21.15,06_01_08,210
10.48.35.58,10.49.21.15,06_01_10,917
10.48.35.58,10.49.21.15,06_01_11,222
10.48.35.58,10.49.21.15,06_02_10,279
10.48.35.58,10.49.21.15,06_02_11,641
10.48.35.58,10.49.21.15,06_02_12,224
10.48.35.58,10.49.21.15,06_03_03,208
10.48.35.58,10.49.21.15,06_03_12,918
10.48.35.58,10.49.21.15,06_05_07,1535
10.48.35.58,10.49.21.15,06_05_09,2390
10.48.35.58,10.49.21.15,06_05_15,224
10.48.35.58,10.49.21.15,06_06_08,210
10.48.35.58,10.49.21.15,06_06_10,886
10.48.35.58,10.49.21.15,06_06_17,224
10.48.35.58,10.49.21.15,06_07_08,232
10.48.35.58,10.49.21.15,06_07_10,1008
10.48.35.58,10.49.21.15,06_08_06,236
10.48.35.58,10.49.21.15,06_08_08,304
10.48.35.58,10.49.21.15,06_08_09,218
10.48.35.58,10.49.21.15,06_08_11,959
10.48.35.58,10.49.21.15,06_09_07,236
10.48.35.58,10.49.21.15,06_09_11,223
10.48.35.58,10.49.21.15,06_09_12,988
10.48.35.58,10.49.21.15,06_10_08,224
10.48.35.58,10.49.21.15,06_10_16,214
10.48.35.58,10.49.21.15,06_10_17,976
10.48.35.58,10.49.21.15,06_11_13,223
10.48.35.58,10.49.21.15,06_11_18,139
10.48.35.58,10.49.21.15,06_11_19,1691
10.48.35.58,10.49.21.15,06_12_14,176
10.48.35.58,10.49.21.15,06_12_15,45
10.48.35.58,10.49.21.15,06_12_19,343
10.48.35.58,10.49.21.15,06_12_20,1140
10.48.35.58,10.49.21.15,06_13_05,1128
10.48.35.58,10.49.21.15,06_13_06,1261
10.48.35.58,10.49.21.15,06_13_16,225
10.48.35.58,10.49.21.15,06_13_21,199
10.49.137.199,10.49.21.15,05_31_11,26457
10.49.137.199,10.49.21.15,05_31_13,9544
10.49.137.199,10.49.21.15,06_01_05,21012
10.49.137.199,10.49.21.15,06_03_10,15437
10.49.137.199,10.49.21.15,06_03_14,26802
10.49.137.199,10.49.21.15,06_03_15,4459
10.49.137.199,10.49.21.15,06_05_10,10958
10.49.137.199,10.49.21.15,06_05_11,7328
10.49.137.199,10.49.21.15,06_05_16,23914
10.49.137.199,10.49.21.15,06_05_19,21109
10.49.137.199,10.49.21.15,06_06_10,17352
10.49.137.199,10.49.21.15,06_06_13,17771
10.49.137.199,10.49.21.15,06_06_17,17514
10.49.137.87,10.49.21.15,05_31_09,4175
10.49.137.87,10.49.21.15,05_31_10,6409
10.49.137.87,10.49.21.15,05_31_11,38292
10.49.137.87,10.49.21.15,05_31_12,1069
10.49.137.87,10.49.21.15,05_31_13,2349
10.49.137.87,10.49.21.15,06_01_05,15956
10.49.137.87,10.49.21.15,06_01_06,5885
10.49.137.87,10.49.21.15,06_01_07,8973
10.49.137.87,10.49.21.15,06_01_08,2312
