dst,src,day_time,num
10.49.137.166,10.56.92.26,06_05_16,1422
10.49.137.166,10.56.92.26,06_05_18,1064
10.49.137.166,10.56.92.26,06_05_19,232
10.49.137.166,10.56.92.26,06_10_08,997
10.49.137.166,10.56.92.26,06_10_09,1731
10.49.137.166,10.56.92.26,06_10_10,98
10.49.137.166,10.56.92.26,06_10_12,103
10.49.137.166,10.56.92.26,06_10_13,1375
10.49.137.166,10.56.92.26,06_10_14,1501
10.49.137.166,10.56.92.26,06_10_15,5187
10.49.137.166,10.56.92.26,06_10_16,3068
10.49.137.166,10.56.92.26,06_10_17,13
10.49.137.166,10.56.92.26,06_11_08,1
10.49.137.166,10.56.92.26,06_11_10,395
10.49.137.166,10.56.92.26,06_11_11,547
10.49.137.166,10.56.92.26,06_11_15,219
10.49.137.166,10.56.92.26,06_11_17,1
10.49.137.166,10.56.92.26,06_11_18,3734
10.49.137.166,10.56.92.26,06_11_19,385
10.49.137.166,10.56.92.26,06_12_09,1
10.49.137.166,10.56.92.26,06_12_10,347
10.49.137.166,10.56.92.26,06_12_11,2
10.49.137.166,10.56.92.26,06_12_12,4
10.49.137.166,10.56.92.26,06_12_13,71
10.49.137.166,10.56.92.26,06_12_15,3
10.49.137.166,10.56.92.26,06_12_16,254
10.49.137.166,10.56.92.26,06_12_17,555
10.49.137.166,10.56.92.26,06_13_09,208
10.49.137.166,10.56.92.26,06_13_10,478
10.49.137.166,10.56.92.26,06_13_11,348
10.49.137.166,10.56.92.26,06_13_13,1123
10.49.137.166,10.56.92.26,06_13_14,1637
10.49.137.166,10.56.92.26,06_13_15,115
10.49.137.166,10.56.92.26,06_13_17,1739
10.49.137.166,10.56.92.26,06_13_18,1269
10.49.137.166,10.56.92.26,06_13_19,3335
10.49.137.166,10.56.92.26,06_13_20,6
